,company_id,category_code,country_code,state_code,average_funded,total_rounds,average_participants,products_number,offices,acquired_companies,mba_degree,phd_degree,ms_degree,other_degree,ipo,is_acquired,is_closed,age,Success,number_degrees
0,c:1,web,USA,other,13250000.0,3,3.0,2.0,2.0,,5.0,1.0,3.0,18.0,False,False,False,2998.0,0,27.0
1,c:1001,web,USA,California,5000000.0,1,3.0,1.0,1.0,,1.0,1.0,5.0,11.0,False,True,False,679.0,1,18.0
2,c:10014,mobile,USA,California,,1,1.0,1.0,1.0,1.0,,1.0,2.0,6.0,False,True,False,943.0,1,
3,c:10015,health,USA,California,13613840.0,5,3.8,,1.0,,4.0,,2.0,12.0,False,False,False,2284.0,0,
4,c:100155,cleantech,USA,other,3375097.6667,3,1.6667,,1.0,,2.0,1.0,3.0,6.0,False,False,False,4018.0,0,12.0
5,c:10018,analytics,USA,California,11000000.0,3,4.3333,,1.0,,4.0,,,13.0,False,False,False,2922.0,0,
6,c:100189,mobile,other,other,250000.0,1,2.0,,1.0,,,,,,False,False,False,3714.0,0,
7,c:10021,network_hosting,other,other,,1,1.0,1.0,1.0,,,,,,False,False,False,2192.0,0,
8,c:100228,education,USA,other,100000.0,1,0.0,,3.0,,,,,,False,False,False,1188.0,0,
9,c:100238,medical,USA,other,5650000.0,2,0.5,,1.0,,,,,,False,False,False,2922.0,0,
10,c:100243,manufacturing,USA,other,,2,3.0,,1.0,,,,1.0,1.0,False,False,False,3653.0,0,
11,c:100253,biotech,other,other,2800000.0,1,0.0,,,,,1.0,,2.0,False,False,False,,0,
12,c:10026,games_video,other,other,207420.0,2,0.0,,1.0,,,,1.0,,False,False,False,2799.0,0,
13,c:100271,enterprise,USA,other,1500000.0,1,1.0,,1.0,,,,,4.0,False,False,False,3653.0,0,
14,c:1003,web,USA,California,2500000.0,1,1.0,1.0,1.0,,1.0,,4.0,7.0,False,False,False,2922.0,0,
15,c:100317,ecommerce,USA,other,,1,1.0,,1.0,,,,,,False,False,False,,0,
16,c:100331,cleantech,USA,other,2100000.0,1,1.0,,1.0,1.0,,,,,False,False,False,,0,
17,c:100379,ecommerce,USA,other,,1,1.0,,1.0,,4.0,,,10.0,False,False,False,3653.0,0,
18,,,other,other,20000000.0,1,0.0,,,,,,,,False,False,False,,0,
19,c:10054,mobile,USA,other,17357142.8571,7,3.8571,,2.0,,10.0,,3.0,41.0,False,True,False,3146.0,1,
20,c:1006,web,USA,other,,1,1.0,1.0,1.0,,,,,,False,False,True,2679.0,0,
21,c:100607,games_video,USA,California,40000.0,1,1.0,,1.0,,1.0,,2.0,,False,False,False,1096.0,0,
22,c:10062,web,USA,California,,1,1.0,,1.0,,1.0,,,4.0,False,False,True,,0,
23,c:10065,software,USA,other,420000.0,2,0.0,6.0,1.0,,4.0,,2.0,19.0,False,False,False,6575.0,0,
24,c:10069,games_video,USA,California,31699066.6667,3,3.3333,,1.0,1.0,9.0,1.0,5.0,25.0,False,False,False,3928.0,0,40.0
25,c:1007,games_video,USA,California,3000000.0,1,6.0,1.0,1.0,,,,,2.0,False,True,False,,1,
26,c:10075,web,USA,California,350000.0,1,0.0,,1.0,,,,,,False,False,False,2246.0,0,
27,c:100756,education,other,other,559522.0,1,1.0,,1.0,,,,,,False,False,False,1826.0,0,
28,c:10076,advertising,USA,California,,1,4.0,,2.0,,,,,,False,False,False,2314.0,0,
29,c:10082,analytics,USA,California,3100000.0,1,4.0,1.0,1.0,,1.0,,,3.0,False,False,False,2192.0,0,
30,c:100844,software,USA,other,2625000.0,4,1.0,,1.0,1.0,,,,1.0,True,False,False,,1,
31,c:10092,web,USA,California,100000.0,1,0.0,,1.0,,,,2.0,,False,False,True,2557.0,0,
32,c:10093,software,USA,California,45000.0,1,0.0,,1.0,,,,,,False,False,False,5114.0,0,
33,c:100938,news,other,other,1311171.6667,3,0.6667,,2.0,1.0,,,,,False,False,False,3562.0,0,
34,c:10098,software,USA,other,280000.0,1,0.0,,1.0,,,,,1.0,False,False,False,2441.0,0,
35,c:101,games_video,other,other,5000000.0,1,1.0,1.0,1.0,,,,,,False,False,True,2710.0,0,
36,c:1010,ecommerce,USA,other,9280000.0,5,2.8,2.0,1.0,,12.0,,2.0,18.0,False,False,False,2922.0,0,
37,c:101052,government,USA,other,91250.0,2,4.0,,1.0,,,,,,False,False,False,1337.0,0,
38,c:101094,ecommerce,USA,other,4815940.0,2,0.5,,1.0,,1.0,,,3.0,False,False,False,2192.0,0,
39,c:101102,ecommerce,USA,other,,1,0.0,,1.0,,,,,,False,False,False,4567.0,0,
40,c:10111,mobile,other,other,8000000.0,2,3.0,2.0,1.0,,,,1.0,1.0,False,False,False,1979.0,0,
41,c:10116,web,other,other,1613875.0,1,1.0,,1.0,,,,,,False,False,True,2589.0,0,
42,,,other,other,500000.0,1,1.0,,,,,,,,False,False,False,,0,
43,c:10120,software,other,other,15386014.5,2,1.5,,1.0,1.0,,,,3.0,False,False,False,5479.0,0,
44,c:10125,web,USA,other,,1,0.0,,1.0,,,,,,False,False,False,2101.0,0,
45,c:101271,other,other,other,720000.0,1,0.0,,1.0,,1.0,,,,False,False,False,1767.0,0,
46,c:10129,web,USA,other,4350000.0,2,0.5,,1.0,,,,,3.0,False,False,False,2557.0,0,
47,c:101312,web,USA,other,2000000.0,3,2.0,,1.0,,2.0,,,4.0,False,True,False,840.0,1,
48,c:101317,mobile,USA,other,1089333.3333,3,6.0,,1.0,,1.0,,2.0,5.0,False,False,False,1006.0,0,
49,c:10132,security,USA,other,8500000.0,1,2.0,,1.0,,1.0,,,3.0,False,False,False,6209.0,0,
50,c:101340,enterprise,USA,California,250000.0,1,0.0,,1.0,,,,,,False,True,False,353.0,1,
51,c:10137,software,USA,other,436666.6667,3,6.0,,1.0,,3.0,,2.0,5.0,False,True,False,1581.0,1,
52,c:10139,enterprise,USA,other,22462525.0,2,0.5,,1.0,,2.0,,,6.0,False,True,False,5204.0,1,
53,c:101449,finance,other,other,22000000.0,1,1.0,,,,,,,,False,False,False,,0,
54,c:10146,web,USA,California,800000.0,1,0.0,2.0,2.0,,,,2.0,1.0,False,False,False,2010.0,0,
55,c:101463,enterprise,USA,California,,1,1.0,,1.0,,,,,1.0,False,False,False,,0,
56,c:101472,advertising,other,other,1300000.0,1,1.0,,,,,,,,False,False,False,,0,
57,c:101481,hardware,USA,California,6000000.0,1,4.0,,1.0,,,,,,False,False,False,,0,
58,c:101511,biotech,USA,other,10200000.0,1,3.0,,1.0,,,,,,False,False,False,4748.0,0,
59,c:101519,hardware,USA,other,274999.0,1,0.0,,1.0,,,,,2.0,False,True,False,,1,
60,c:101527,advertising,USA,other,1600000.0,1,1.0,,1.0,,,,,,False,False,False,,0,
61,c:10153,network_hosting,USA,other,205000.0,1,1.0,1.0,1.0,,,,1.0,1.0,False,False,True,2661.0,0,
62,c:101530,biotech,USA,other,,1,1.0,,1.0,,1.0,,,1.0,False,False,False,,0,
63,c:101535,finance,other,other,13800000.0,1,2.0,,1.0,,,,,,False,False,False,2192.0,0,
64,c:10155,advertising,USA,California,1000000.0,1,6.0,,1.0,,,,,4.0,False,False,False,2161.0,0,
65,,,other,other,10200000.0,1,0.0,,,,,,,,False,False,False,,0,
66,c:10158,photo_video,USA,other,5095471.6667,3,0.6667,,1.0,,,,,1.0,False,True,False,1120.0,1,
67,c:10159,advertising,USA,California,9000000.0,3,2.0,,1.0,,5.0,,,14.0,False,False,False,2557.0,0,
68,c:10161,advertising,USA,other,9392665.75,5,2.2,,1.0,,1.0,,,3.0,False,False,False,3287.0,0,
69,c:10164,advertising,other,other,1750000.0,2,0.5,2.0,1.0,,,,1.0,3.0,False,False,False,1767.0,0,
70,c:10169,security,USA,California,250000.0,1,1.0,,1.0,,,,,,False,False,True,,0,
71,c:1017,enterprise,USA,California,,1,0.0,3.0,1.0,,,,,1.0,False,True,False,2327.0,1,
72,c:10170,hardware,USA,California,28000000.0,1,10.0,,1.0,,1.0,1.0,,4.0,False,True,False,,1,
73,c:10174,software,USA,other,230000.0,1,0.0,,1.0,,,,,,False,False,False,2618.0,0,
74,c:10175,software,USA,California,375000.0,1,0.0,1.0,1.0,,,,,,False,False,True,2614.0,0,
75,c:101759,software,other,other,450000.0,1,1.0,,1.0,,,,,,False,False,False,1675.0,0,
76,c:10176,enterprise,USA,California,28400000.0,5,5.2,,2.0,1.0,9.0,,3.0,26.0,False,True,False,1384.0,1,
77,c:10179,web,USA,California,4743332.6667,3,2.0,,1.0,,5.0,2.0,2.0,14.0,False,True,False,1713.0,1,23.0
78,c:10180,web,USA,California,500000.0,1,0.0,,1.0,,,,,3.0,False,False,False,2345.0,0,
79,c:101837,finance,USA,other,100000.0,1,1.0,1.0,1.0,,,,,1.0,False,False,False,1037.0,0,
80,c:10184,other,other,other,13125750.0,2,1.0,,2.0,,,,,,False,False,False,,0,
81,c:101859,photo_video,other,other,15000.0,1,0.0,,,,,,,,False,False,True,962.0,0,
82,c:101880,software,USA,other,,1,1.0,,1.0,,,,,2.0,False,False,False,,0,
83,c:101893,software,USA,other,13550000.0,2,2.5,,1.0,,,,,1.0,False,False,False,2161.0,0,
84,c:1019,mobile,other,other,14433950.0,4,3.5,2.0,1.0,,12.0,1.0,6.0,35.0,False,False,False,2886.0,0,54.0
85,c:10194,games_video,USA,other,,1,0.0,2.0,2.0,,,,,,False,False,True,2018.0,0,
86,c:10197,web,USA,California,12150000.0,2,2.5,,1.0,,2.0,,,3.0,False,True,False,2065.0,1,
87,c:10199,travel,USA,other,875000.0,2,0.5,,1.0,1.0,,,,,False,True,False,1494.0,1,
88,c:1020,web,USA,California,5966666.6667,3,1.6667,1.0,1.0,,2.0,,1.0,6.0,False,False,False,5479.0,0,
89,c:10200,software,USA,other,2780000.0,5,2.2,,1.0,,,,,3.0,False,True,False,3565.0,1,
90,c:10204,software,USA,California,,2,1.5,2.0,1.0,,,,,4.0,False,True,False,,1,
91,c:1021,games_video,USA,other,,1,2.0,1.0,1.0,,,,,,False,False,True,2526.0,0,
92,c:1022,ecommerce,USA,other,,1,3.0,1.0,1.0,,1.0,,,1.0,False,False,True,2526.0,0,
93,c:10226,web,USA,California,150000.0,1,2.0,,1.0,,,,,1.0,False,False,False,2557.0,0,
94,c:102294,search,USA,other,325000.0,2,0.0,,2.0,,1.0,1.0,1.0,6.0,False,False,False,,0,9.0
95,c:102396,web,USA,other,75000.0,1,2.0,,1.0,,,,,,False,False,False,945.0,0,
96,c:10241,public_relations,USA,other,41000000.0,1,1.0,,2.0,1.0,5.0,,,14.0,False,True,False,5213.0,1,
97,c:102413,social,USA,other,3000000.0,1,0.0,,1.0,,,,,,False,False,True,1506.0,0,
98,c:102425,medical,USA,other,2943304.6667,3,0.0,,1.0,,2.0,,,6.0,False,False,False,2557.0,0,
99,c:102447,software,USA,California,13600000.0,2,4.0,,1.0,,2.0,,,5.0,False,False,False,945.0,0,
100,c:102449,enterprise,USA,California,1874982.0,2,0.5,,4.0,,,,,2.0,False,False,False,,0,
101,c:102468,enterprise,USA,California,16000000.0,1,1.0,,1.0,,1.0,1.0,,2.0,False,False,False,5114.0,0,
102,c:102491,medical,other,other,518901.5,2,0.5,,1.0,,,,,,False,False,False,,0,
103,c:102497,analytics,USA,other,30000000.0,2,1.0,,1.0,1.0,2.0,,3.0,15.0,False,False,False,5114.0,0,
104,c:10252,mobile,USA,California,1100000.0,1,8.0,1.0,1.0,,,,,3.0,False,True,False,947.0,1,
105,c:10253,network_hosting,other,other,5586995.8333,6,1.3333,,1.0,1.0,,,,,False,True,False,6238.0,1,
106,c:10256,enterprise,USA,other,4107500.0,3,1.3333,5.0,1.0,,2.0,,,5.0,False,False,False,5114.0,0,
107,c:1027,games_video,other,other,900000.0,1,7.0,1.0,1.0,,,,,6.0,False,False,False,,0,
108,c:10272,transportation,USA,California,50228571.4286,7,4.0,,5.0,2.0,9.0,1.0,2.0,23.0,False,False,False,3287.0,0,35.0
109,c:10273,software,USA,California,225000.0,1,1.0,1.0,1.0,,,,,5.0,False,True,False,1218.0,1,
110,c:102774,ecommerce,other,other,26752221.0,2,2.0,,1.0,1.0,,,,1.0,False,False,False,915.0,0,
111,c:102783,transportation,USA,other,50000.0,1,0.0,,1.0,,,,,3.0,False,False,False,2040.0,0,
112,c:1028,hardware,USA,other,,1,0.0,1.0,1.0,,,,,,False,False,False,2557.0,0,
113,c:102836,software,USA,other,3683500.0,4,3.5,,4.0,1.0,,,,3.0,False,False,False,4352.0,0,
114,c:102849,,USA,other,125000000.0,1,0.0,,1.0,,,,,1.0,False,True,False,,1,
115,c:102867,travel,USA,other,1200000.0,1,5.0,1.0,1.0,,4.0,,2.0,6.0,False,True,False,731.0,1,
116,c:102898,hospitality,USA,other,,1,13.0,,1.0,,1.0,,,6.0,False,False,True,1826.0,0,
117,,,other,other,1000000.0,1,0.0,,,,,,,,False,False,False,,0,
118,c:102922,ecommerce,other,other,138000.0,1,5.0,8.0,2.0,,,,,2.0,False,False,True,997.0,0,
119,c:102933,advertising,USA,other,,1,1.0,,1.0,,,,,,False,False,True,1249.0,0,
120,c:10295,hospitality,USA,other,650000.0,2,0.5,,1.0,,1.0,,,,False,False,False,2161.0,0,
121,c:103,games_video,USA,California,9000000.0,4,1.25,2.0,1.0,,3.0,,2.0,9.0,False,False,False,2498.0,0,
122,c:1030,web,other,other,,1,1.0,,1.0,,,,,,False,True,False,1826.0,1,
123,c:103016,cleantech,other,other,9000000.0,1,2.0,,1.0,,,,,2.0,False,False,False,,0,
124,c:10308,web,USA,other,150000.0,1,0.0,1.0,1.0,,,,,1.0,False,False,True,2001.0,0,
125,,,other,other,80000.0,1,0.0,,,,,,,,False,False,False,,0,
126,c:10311,games_video,other,other,3000000.0,1,0.0,,4.0,,,,,2.0,False,False,False,2192.0,0,
127,c:103155,finance,USA,other,1079000.0,5,2.2,,1.0,,1.0,,,1.0,False,False,False,966.0,0,
128,c:103204,mobile,USA,California,21189.0,2,1.0,,1.0,,2.0,,,2.0,False,False,True,1096.0,0,
129,c:103233,analytics,USA,California,16102563.2,5,2.6,1.0,1.0,1.0,,,1.0,1.0,False,False,False,2891.0,0,
130,c:103292,transportation,USA,other,917500.0,2,1.5,,1.0,,2.0,,,7.0,False,False,False,1096.0,0,
131,c:10331,software,USA,California,1000000.0,1,0.0,,1.0,,1.0,,,1.0,False,False,False,5844.0,0,
132,c:103323,mobile,USA,California,895000.0,1,2.0,,2.0,,,,,1.0,False,False,False,823.0,0,
133,c:103388,web,other,other,2375000.0,2,0.5,,,,,,,3.0,False,False,False,3684.0,0,
134,c:103477,photo_video,USA,other,77500.0,2,0.0,2.0,1.0,,,,,,False,False,False,884.0,0,
135,c:10351,public_relations,USA,California,420654.5,4,0.25,,1.0,,1.0,,,2.0,False,False,False,2314.0,0,
136,c:103561,biotech,other,other,1080799.6667,3,3.0,,2.0,,,,,,False,False,False,2496.0,0,
137,c:103697,software,USA,other,1616176.0,1,0.0,,1.0,,,,,4.0,False,False,False,3653.0,0,
138,c:10376,web,USA,California,7385000.0,4,2.0,5.0,4.0,1.0,5.0,,1.0,13.0,False,False,False,2101.0,0,
139,c:10378,other,USA,other,50000.0,1,0.0,,2.0,,,,,,False,False,True,2380.0,0,
140,c:103791,analytics,USA,other,825000.0,3,8.0,1.0,1.0,,,,,,False,False,False,1307.0,0,
141,c:1038,advertising,USA,California,8571428.5714,7,3.0,2.0,5.0,4.0,3.0,,1.0,14.0,False,False,False,2437.0,0,
142,c:103903,medical,other,other,952578.0,1,0.0,,1.0,,,,,,False,False,False,2192.0,0,
143,c:10392,advertising,USA,other,6625000.0,2,2.0,,2.0,,1.0,,1.0,3.0,False,True,False,2806.0,1,
144,c:10393,web,USA,California,509412.0,1,0.0,,1.0,,1.0,,,1.0,False,True,False,476.0,1,
145,c:103935,social,other,other,,1,1.0,,1.0,,1.0,1.0,1.0,3.0,False,False,False,,0,6.0
146,c:10396,games_video,other,other,7385500.0,1,1.0,,1.0,,2.0,,,4.0,False,False,False,2922.0,0,
147,c:10398,web,USA,California,6050000.0,2,1.0,,1.0,,,,,9.0,False,False,True,3287.0,0,
148,c:10399,enterprise,USA,other,6457727.0,4,3.0,,1.0,,5.0,,,8.0,False,False,False,2953.0,0,
149,c:10400,web,other,other,,1,0.0,3.0,2.0,,,,,,False,False,False,2522.0,0,
150,c:104013,web,USA,other,,1,0.0,,1.0,,1.0,,,3.0,False,False,False,1142.0,0,
151,c:10402,mobile,other,other,109018.0,1,0.0,,1.0,,,,,1.0,False,False,False,2101.0,0,
152,c:104057,medical,USA,other,,1,0.0,,1.0,,,,,2.0,False,False,False,1522.0,0,
153,c:104068,security,USA,other,1700000.0,1,0.0,,1.0,,,2.0,3.0,5.0,False,False,False,487.0,0,
154,c:10407,games_video,other,other,,1,0.0,,1.0,,,,,,False,False,True,2520.0,0,
155,c:104093,enterprise,USA,California,6500000.0,4,3.25,,1.0,,,,1.0,1.0,False,False,False,1096.0,0,
156,c:104103,ecommerce,other,other,900000.0,1,0.0,,1.0,,,,,,False,False,False,947.0,0,
157,c:104132,games_video,USA,California,50000.0,1,0.0,,1.0,,,,,,False,False,False,,0,
158,c:104138,advertising,USA,other,50000.0,1,0.0,,1.0,1.0,,,,,False,False,False,2178.0,0,
159,c:104160,ecommerce,other,other,,1,1.0,,,,,,,,False,False,False,,0,
160,c:104193,security,USA,other,,1,1.0,,1.0,,,,,4.0,False,True,False,2635.0,1,
161,c:104193,security,USA,other,,1,1.0,,1.0,,,,,4.0,False,True,False,4917.0,1,
162,c:104196,biotech,USA,other,18664050.0,1,0.0,,1.0,,,,,,False,True,False,5733.0,1,
163,c:1042,web,USA,California,2000000.0,2,1.0,3.0,1.0,,1.0,,,,False,True,False,1627.0,1,
164,c:104201,games_video,other,other,25000.0,1,0.0,,,,,,1.0,1.0,False,False,False,1113.0,0,
165,c:10421,,other,other,750000.0,1,1.0,,,,,,,4.0,False,True,False,,1,
166,c:104224,ecommerce,USA,California,8700000.0,1,1.0,1.0,1.0,,,,,6.0,False,False,False,1601.0,0,
167,c:10424,health,USA,other,3836666.6667,3,2.6667,,1.0,,2.0,,1.0,2.0,False,False,False,2192.0,0,
168,c:10427,web,USA,other,,1,0.0,,1.0,,,,,,False,True,False,1501.0,1,
169,c:1043,mobile,USA,other,3216666.6667,3,2.6667,4.0,1.0,,3.0,,,6.0,False,True,False,3648.0,1,
170,c:10430,software,USA,other,8000000.0,1,3.0,,1.0,,,,,2.0,False,False,False,3653.0,0,
171,c:104303,other,other,other,,1,1.0,,1.0,,,,,,False,False,False,1758.0,0,
172,c:104305,,USA,other,,1,1.0,,1.0,,1.0,,1.0,2.0,False,False,False,,0,
173,c:104321,education,USA,other,4000000.0,1,0.0,3.0,1.0,,,,,,False,False,False,3876.0,0,
174,c:10436,enterprise,other,other,20000.0,1,0.0,,1.0,,,,,,False,False,False,2406.0,0,
175,c:104377,advertising,USA,other,19400000.0,8,2.5,,4.0,2.0,4.0,,1.0,16.0,True,False,False,3287.0,1,
176,c:104393,advertising,other,other,2847042.5,2,1.5,1.0,1.0,,,,,,False,False,False,1492.0,0,
177,c:104413,finance,other,other,,1,1.0,,2.0,,,,,,False,False,False,877.0,0,
178,c:104452,mobile,USA,California,1200000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0,0,
179,c:10452,advertising,USA,other,1957500.0,2,1.5,,2.0,,2.0,,2.0,8.0,False,True,False,1461.0,1,
180,c:104538,games_video,other,other,811057.0,1,0.0,,1.0,,,,,,False,False,False,2557.0,0,
181,c:104546,advertising,other,other,,1,1.0,,1.0,,1.0,,,1.0,False,False,False,,0,
182,c:104557,advertising,USA,other,1200000.0,1,2.0,,1.0,,1.0,,,2.0,False,False,False,,0,
183,c:104568,mobile,USA,California,15000.0,1,1.0,,1.0,,,,,,False,False,False,1419.0,0,
184,c:104587,finance,USA,other,1500000.0,1,4.0,,1.0,,,,,,False,False,False,,0,
185,c:104594,transportation,USA,California,7000000.0,1,0.0,,1.0,,,,,2.0,False,False,False,,0,
186,c:104598,medical,USA,other,6060000.0,2,1.5,,1.0,,1.0,,,2.0,False,False,False,,0,
187,c:104601,biotech,other,other,39843400.0,1,4.0,,1.0,,1.0,1.0,1.0,3.0,False,False,False,,0,6.0
188,c:104603,software,USA,other,13000000.0,1,3.0,,1.0,,1.0,,,1.0,False,False,False,,0,
189,c:104607,software,USA,other,21400000.0,2,1.0,,1.0,,1.0,,,1.0,False,False,False,,0,
190,c:104610,biotech,USA,other,2000000.0,1,0.0,,1.0,,,,,,False,False,False,,0,
191,c:104636,web,other,other,57000.0,1,7.0,,1.0,,,,,2.0,False,False,False,1218.0,0,
192,c:1047,web,USA,other,250000.0,1,0.0,,2.0,,,,,1.0,False,True,False,2498.0,1,
193,c:104739,social,USA,California,100000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0,0,
194,c:10475,biotech,USA,other,100000.0,1,0.0,,1.0,7.0,21.0,10.0,9.0,73.0,True,False,False,8401.0,1,113.0
195,c:104753,web,USA,other,2454.0,1,0.0,,1.0,,,,,,False,False,False,1461.0,0,
196,c:104788,ecommerce,other,other,,1,4.0,,,,,,,1.0,False,False,True,945.0,0,
197,c:1048,network_hosting,USA,California,650000.0,1,1.0,1.0,1.0,,,,,3.0,False,False,True,,0,
198,c:10480,web,USA,California,5300000.0,2,3.0,,1.0,,,,,1.0,False,True,False,991.0,1,
199,c:104815,software,USA,other,7843200.0,1,2.0,,2.0,,,,,,False,False,False,4748.0,0,
200,c:104837,software,other,other,100000.0,1,1.0,,1.0,,,,,,False,False,False,1371.0,0,
201,c:104861,software,other,other,769744.3333,3,0.0,,1.0,,,,,,False,False,False,5114.0,0,
202,c:1049,web,USA,California,200000.0,1,0.0,2.0,1.0,,,,,1.0,False,False,True,2771.0,0,
203,c:104908,mobile,USA,California,4000000.0,1,5.0,,1.0,,3.0,,1.0,3.0,False,False,False,1461.0,0,
204,c:104947,health,USA,other,2300000.0,1,2.0,,1.0,,,,,,False,False,False,,0,
205,c:104971,manufacturing,USA,other,2600000.0,3,1.3333,,1.0,,1.0,,,1.0,False,False,False,2922.0,0,
206,c:104980,web,other,other,533333.3333,3,1.0,,3.0,,,,,,False,False,False,1386.0,0,
207,c:104981,mobile,other,other,35000.0,1,1.0,,1.0,,,,,,False,False,False,1188.0,0,
208,c:104983,web,other,other,165000.0,1,1.0,,1.0,,,,,,False,False,False,1096.0,0,
209,c:104984,mobile,other,other,20000.0,1,1.0,,1.0,,,,,,False,False,False,2922.0,0,
210,c:105,web,USA,other,1750000.0,2,5.5,1.0,3.0,,4.0,,1.0,16.0,False,True,False,1035.0,1,
211,c:105002,software,NZL,other,,5,0.2,,2.0,,,,,3.0,False,False,False,3106.0,0,
212,c:105005,web,USA,California,,1,1.0,,1.0,,,,,,False,False,True,1096.0,0,
213,c:105008,advertising,other,other,7172876.5,2,1.5,,6.0,,,,,,False,False,False,2379.0,0,
214,c:105075,medical,other,other,6321095.0,1,2.0,,1.0,,,,,,False,False,False,2192.0,0,
215,c:1051,games_video,USA,other,8015283.0,3,1.0,,1.0,,1.0,,,1.0,False,False,False,3287.0,0,
216,c:10511,web,other,other,,1,1.0,,1.0,,1.0,,,1.0,False,False,False,5114.0,0,
217,c:10512,software,USA,California,8969462.6667,6,3.3333,,8.0,,2.0,,2.0,8.0,False,True,False,2369.0,1,
218,c:105168,social,USA,other,3666666.6667,3,0.6667,,1.0,,1.0,,,2.0,False,False,False,1696.0,0,
219,c:105174,web,USA,other,4000000.0,1,1.0,,1.0,,,,,,False,False,False,1341.0,0,
220,c:10521,ecommerce,USA,California,160000.0,1,0.0,,1.0,,1.0,,,,False,False,False,2557.0,0,
221,c:105217,enterprise,USA,other,500000.0,1,1.0,1.0,1.0,,,,,1.0,False,False,False,2270.0,0,
222,c:105243,software,USA,other,48501.0,1,4.0,1.0,1.0,,,,,3.0,False,False,False,885.0,0,
223,c:10526,network_hosting,USA,California,11300000.0,2,3.5,,1.0,,1.0,,,2.0,False,False,False,3653.0,0,
224,c:10527,finance,other,other,1011721.0,4,0.25,1.0,,,1.0,,,2.0,False,True,False,1816.0,1,
225,c:10529,network_hosting,USA,other,100000.0,1,1.0,,1.0,,,,,,False,False,False,3287.0,0,
226,c:1053,web,USA,California,4666666.6667,3,1.6667,1.0,1.0,1.0,2.0,1.0,,6.0,False,True,False,1519.0,1,
227,c:105305,biotech,USA,California,1182500.0,2,2.0,,1.0,,,,,,False,False,False,2192.0,0,
228,c:105315,games_video,other,other,5000000.0,1,2.0,,1.0,,1.0,,,4.0,False,False,False,,0,
229,c:10533,mobile,other,other,750000.0,1,2.0,1.0,1.0,,,,,5.0,False,False,False,1461.0,0,
230,c:105386,ecommerce,other,other,4500000.0,1,0.0,,1.0,,,,,,False,False,False,6575.0,0,
231,c:1054,sports,USA,other,1008401.0,3,0.3333,,1.0,,1.0,,,5.0,False,False,False,2922.0,0,
232,c:105414,software,USA,other,2903018.5,2,0.5,,1.0,,,,,1.0,False,False,False,2557.0,0,
233,c:10542,mobile,other,other,1500000.0,1,1.0,,1.0,,,,,,False,False,False,2003.0,0,
234,c:105426,nonprofit,USA,California,50000.0,2,0.0,,2.0,,,,,,False,False,False,1006.0,0,
235,c:10544,web,USA,California,13530000.0,6,3.0,,1.0,4.0,4.0,,1.0,15.0,False,False,False,2922.0,0,
236,c:105467,ecommerce,USA,other,,1,3.0,,2.0,,,,1.0,,False,False,False,945.0,0,
237,c:105499,biotech,USA,California,21000000.0,2,1.5,,1.0,,3.0,3.0,2.0,7.0,False,False,False,884.0,0,15.0
238,c:10550,enterprise,USA,California,10000000.0,1,0.0,2.0,1.0,1.0,,,1.0,4.0,False,False,False,2557.0,0,
239,c:105504,finance,USA,other,7500000.0,1,0.0,,1.0,,1.0,,,4.0,False,False,False,,0,
240,,,other,other,,1,1.0,,,,,,,,False,False,False,,0,
241,c:105519,search,USA,other,500000.0,1,4.0,,1.0,,,,,1.0,False,True,False,990.0,1,
242,c:105587,biotech,USA,other,7500000.0,1,1.0,,1.0,,1.0,,,1.0,False,False,False,,0,
243,c:105592,news,USA,other,22500000.0,1,1.0,,1.0,,,,,,False,False,False,2557.0,0,
244,c:1056,web,USA,California,7366666.6667,3,3.3333,1.0,1.0,,3.0,,2.0,10.0,False,False,False,2526.0,0,
245,c:10560,enterprise,other,other,2500000.0,2,2.5,2.0,3.0,,2.0,1.0,1.0,1.0,False,False,False,2223.0,0,5.0
246,c:105642,travel,other,other,200000.0,1,1.0,1.0,2.0,,,,,4.0,False,False,False,915.0,0,
247,c:105656,education,other,other,296384.0,1,0.0,1.0,1.0,,,,,,False,False,False,1569.0,0,
248,c:10566,enterprise,USA,other,3766033.3333,3,2.0,,3.0,,,,1.0,1.0,False,False,False,3390.0,0,
249,c:105687,enterprise,USA,other,5166666.6667,3,0.3333,,1.0,,,,,,False,False,False,3653.0,0,
250,c:10569,mobile,USA,other,3432500.0,3,1.6667,,1.0,,,,1.0,8.0,False,False,False,2557.0,0,
251,c:105699,travel,other,other,2750000.0,1,12.0,,1.0,,,,,,False,False,False,1179.0,0,
252,c:10570,network_hosting,USA,other,5831500.25,4,2.5,,1.0,,1.0,,,2.0,False,False,False,2498.0,0,
253,c:105704,software,USA,California,3272500.0,2,0.0,,1.0,,4.0,,,4.0,False,False,False,2192.0,0,
254,c:105707,sports,USA,other,100000.0,1,0.0,,1.0,,,,,,False,False,False,869.0,0,
255,c:105717,games_video,other,other,,1,1.0,,1.0,,,,,,False,False,False,1037.0,0,
256,c:10574,software,other,other,4100000.0,2,1.0,,2.0,,2.0,,,2.0,False,False,False,2376.0,0,
257,c:10580,web,USA,California,6000000.0,1,2.0,,3.0,,,,,1.0,False,False,False,,0,
