,company_id,category_code,country_code,state_code,average_funded,total_rounds,average_participants,products_number,offices,acquired_companies,mba_degree,phd_degree,ms_degree,other_degree,ipo,is_acquired,is_closed,age
3,c:10015,health,USA,California,13613840.0,5,3.8,,1.0,,4.0,,2.0,12.0,False,False,False,2284.0
7,c:10021,network_hosting,other,other,,1,1.0,1.0,1.0,,,,,,False,False,False,2192.0
8,c:100228,education,USA,other,100000.0,1,0.0,,3.0,,,,,,False,False,False,1188.0
21,c:100607,games_video,USA,California,40000.0,1,1.0,,1.0,,1.0,,2.0,,False,False,False,1096.0
26,c:10075,web,USA,California,350000.0,1,0.0,,1.0,,,,,,False,False,False,2246.0
27,c:100756,education,other,other,559522.0,1,1.0,,1.0,,,,,,False,False,False,1826.0
28,c:10076,advertising,USA,California,,1,4.0,,2.0,,,,,,False,False,False,2314.0
29,c:10082,analytics,USA,California,3100000.0,1,4.0,1.0,1.0,,1.0,,,3.0,False,False,False,2192.0
34,c:10098,software,USA,other,280000.0,1,0.0,,1.0,,,,,1.0,False,False,False,2441.0
37,c:101052,government,USA,other,91250.0,2,4.0,,1.0,,,,,,False,False,False,1337.0
38,c:101094,ecommerce,USA,other,4815940.0,2,0.5,,1.0,,1.0,,,3.0,False,False,False,2192.0
40,c:10111,mobile,other,other,8000000.0,2,3.0,2.0,1.0,,,,1.0,1.0,False,False,False,1979.0
44,c:10125,web,USA,other,,1,0.0,,1.0,,,,,,False,False,False,2101.0
45,c:101271,other,other,other,720000.0,1,0.0,,1.0,,1.0,,,,False,False,False,1767.0
51,c:10137,software,USA,other,436666.6667,3,6.0,,1.0,,3.0,,2.0,5.0,False,True,False,1581.0
54,c:10146,web,USA,California,800000.0,1,0.0,2.0,2.0,,,,2.0,1.0,False,False,False,2010.0
63,c:101535,finance,other,other,13800000.0,1,2.0,,1.0,,,,,,False,False,False,2192.0
64,c:10155,advertising,USA,California,1000000.0,1,6.0,,1.0,,,,,4.0,False,False,False,2161.0
66,c:10158,photo_video,USA,other,5095471.6667,3,0.6667,,1.0,,,,,1.0,False,True,False,1120.0
69,c:10164,advertising,other,other,1750000.0,2,0.5,2.0,1.0,,,,1.0,3.0,False,False,False,1767.0
71,c:1017,enterprise,USA,California,,1,0.0,3.0,1.0,,,,,1.0,False,True,False,2327.0
75,c:101759,software,other,other,450000.0,1,1.0,,1.0,,,,,,False,False,False,1675.0
76,c:10176,enterprise,USA,California,28400000.0,5,5.2,,2.0,1.0,9.0,,3.0,26.0,False,True,False,1384.0
77,c:10179,web,USA,California,4743332.6667,3,2.0,,1.0,,5.0,2.0,2.0,14.0,False,True,False,1713.0
78,c:10180,web,USA,California,500000.0,1,0.0,,1.0,,,,,3.0,False,False,False,2345.0
83,c:101893,software,USA,other,13550000.0,2,2.5,,1.0,,,,,1.0,False,False,False,2161.0
85,c:10194,games_video,USA,other,,1,0.0,2.0,2.0,,,,,,False,False,True,2018.0
86,c:10197,web,USA,California,12150000.0,2,2.5,,1.0,,2.0,,,3.0,False,True,False,2065.0
87,c:10199,travel,USA,other,875000.0,2,0.5,,1.0,1.0,,,,,False,True,False,1494.0
91,c:1021,games_video,USA,other,,1,2.0,1.0,1.0,,,,,,False,False,True,2526.0
92,c:1022,ecommerce,USA,other,,1,3.0,1.0,1.0,,1.0,,,1.0,False,False,True,2526.0
97,c:102413,social,USA,other,3000000.0,1,0.0,,1.0,,,,,,False,False,True,1506.0
109,c:10273,software,USA,California,225000.0,1,1.0,1.0,1.0,,,,,5.0,False,True,False,1218.0
111,c:102783,transportation,USA,other,50000.0,1,0.0,,1.0,,,,,3.0,False,False,False,2040.0
116,c:102898,hospitality,USA,other,,1,13.0,,1.0,,1.0,,,6.0,False,False,True,1826.0
119,c:102933,advertising,USA,other,,1,1.0,,1.0,,,,,,False,False,True,1249.0
120,c:10295,hospitality,USA,other,650000.0,2,0.5,,1.0,,1.0,,,,False,False,False,2161.0
121,c:103,games_video,USA,California,9000000.0,4,1.25,2.0,1.0,,3.0,,2.0,9.0,False,False,False,2498.0
122,c:1030,web,other,other,,1,1.0,,1.0,,,,,,False,True,False,1826.0
124,c:10308,web,USA,other,150000.0,1,0.0,1.0,1.0,,,,,1.0,False,False,True,2001.0
126,c:10311,games_video,other,other,3000000.0,1,0.0,,4.0,,,,,2.0,False,False,False,2192.0
128,c:103204,mobile,USA,California,21189.0,2,1.0,,1.0,,2.0,,,2.0,False,False,True,1096.0
130,c:103292,transportation,USA,other,917500.0,2,1.5,,1.0,,2.0,,,7.0,False,False,False,1096.0
135,c:10351,public_relations,USA,California,420654.5,4,0.25,,1.0,,1.0,,,2.0,False,False,False,2314.0
136,c:103561,biotech,other,other,1080799.6667,3,3.0,,2.0,,,,,,False,False,False,2496.0
138,c:10376,web,USA,California,7385000.0,4,2.0,5.0,4.0,1.0,5.0,,1.0,13.0,False,False,False,2101.0
139,c:10378,other,USA,other,50000.0,1,0.0,,2.0,,,,,,False,False,True,2380.0
140,c:103791,analytics,USA,other,825000.0,3,8.0,1.0,1.0,,,,,,False,False,False,1307.0
141,c:1038,advertising,USA,California,8571428.5714,7,3.0,2.0,5.0,4.0,3.0,,1.0,14.0,False,False,False,2437.0
142,c:103903,medical,other,other,952578.0,1,0.0,,1.0,,,,,,False,False,False,2192.0
149,c:10400,web,other,other,,1,0.0,3.0,2.0,,,,,,False,False,False,2522.0
150,c:104013,web,USA,other,,1,0.0,,1.0,,1.0,,,3.0,False,False,False,1142.0
151,c:10402,mobile,other,other,109018.0,1,0.0,,1.0,,,,,1.0,False,False,False,2101.0
152,c:104057,medical,USA,other,,1,0.0,,1.0,,,,,2.0,False,False,False,1522.0
154,c:10407,games_video,other,other,,1,0.0,,1.0,,,,,,False,False,True,2520.0
155,c:104093,enterprise,USA,California,6500000.0,4,3.25,,1.0,,,,1.0,1.0,False,False,False,1096.0
158,c:104138,advertising,USA,other,50000.0,1,0.0,,1.0,1.0,,,,,False,False,False,2178.0
163,c:1042,web,USA,California,2000000.0,2,1.0,3.0,1.0,,1.0,,,,False,True,False,1627.0
164,c:104201,games_video,other,other,25000.0,1,0.0,,,,,,1.0,1.0,False,False,False,1113.0
166,c:104224,ecommerce,USA,California,8700000.0,1,1.0,1.0,1.0,,,,,6.0,False,False,False,1601.0
167,c:10424,health,USA,other,3836666.6667,3,2.6667,,1.0,,2.0,,1.0,2.0,False,False,False,2192.0
168,c:10427,web,USA,other,,1,0.0,,1.0,,,,,,False,True,False,1501.0
171,c:104303,other,other,other,,1,1.0,,1.0,,,,,,False,False,False,1758.0
174,c:10436,enterprise,other,other,20000.0,1,0.0,,1.0,,,,,,False,False,False,2406.0
176,c:104393,advertising,other,other,2847042.5,2,1.5,1.0,1.0,,,,,,False,False,False,1492.0
178,c:104452,mobile,USA,California,1200000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
179,c:10452,advertising,USA,other,1957500.0,2,1.5,,2.0,,2.0,,2.0,8.0,False,True,False,1461.0
183,c:104568,mobile,USA,California,15000.0,1,1.0,,1.0,,,,,,False,False,False,1419.0
191,c:104636,web,other,other,57000.0,1,7.0,,1.0,,,,,2.0,False,False,False,1218.0
192,c:1047,web,USA,other,250000.0,1,0.0,,2.0,,,,,1.0,False,True,False,2498.0
193,c:104739,social,USA,California,100000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
195,c:104753,web,USA,other,2454.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
200,c:104837,software,other,other,100000.0,1,1.0,,1.0,,,,,,False,False,False,1371.0
203,c:104908,mobile,USA,California,4000000.0,1,5.0,,1.0,,3.0,,1.0,3.0,False,False,False,1461.0
206,c:104980,web,other,other,533333.3333,3,1.0,,3.0,,,,,,False,False,False,1386.0
207,c:104981,mobile,other,other,35000.0,1,1.0,,1.0,,,,,,False,False,False,1188.0
208,c:104983,web,other,other,165000.0,1,1.0,,1.0,,,,,,False,False,False,1096.0
212,c:105005,web,USA,California,,1,1.0,,1.0,,,,,,False,False,True,1096.0
213,c:105008,advertising,other,other,7172876.5,2,1.5,,6.0,,,,,,False,False,False,2379.0
214,c:105075,medical,other,other,6321095.0,1,2.0,,1.0,,,,,,False,False,False,2192.0
217,c:10512,software,USA,California,8969462.6667,6,3.3333,,8.0,,2.0,,2.0,8.0,False,True,False,2369.0
218,c:105168,social,USA,other,3666666.6667,3,0.6667,,1.0,,1.0,,,2.0,False,False,False,1696.0
219,c:105174,web,USA,other,4000000.0,1,1.0,,1.0,,,,,,False,False,False,1341.0
221,c:105217,enterprise,USA,other,500000.0,1,1.0,1.0,1.0,,,,,1.0,False,False,False,2270.0
224,c:10527,finance,other,other,1011721.0,4,0.25,1.0,,,1.0,,,2.0,False,True,False,1816.0
226,c:1053,web,USA,California,4666666.6667,3,1.6667,1.0,1.0,1.0,2.0,1.0,,6.0,False,True,False,1519.0
227,c:105305,biotech,USA,California,1182500.0,2,2.0,,1.0,,,,,,False,False,False,2192.0
229,c:10533,mobile,other,other,750000.0,1,2.0,1.0,1.0,,,,,5.0,False,False,False,1461.0
233,c:10542,mobile,other,other,1500000.0,1,1.0,,1.0,,,,,,False,False,False,2003.0
244,c:1056,web,USA,California,7366666.6667,3,3.3333,1.0,1.0,,3.0,,2.0,10.0,False,False,False,2526.0
245,c:10560,enterprise,other,other,2500000.0,2,2.5,2.0,3.0,,2.0,1.0,1.0,1.0,False,False,False,2223.0
247,c:105656,education,other,other,296384.0,1,0.0,1.0,1.0,,,,,,False,False,False,1569.0
251,c:105699,travel,other,other,2750000.0,1,12.0,,1.0,,,,,,False,False,False,1179.0
252,c:10570,network_hosting,USA,other,5831500.25,4,2.5,,1.0,,1.0,,,2.0,False,False,False,2498.0
253,c:105704,software,USA,California,3272500.0,2,0.0,,1.0,,4.0,,,4.0,False,False,False,2192.0
256,c:10574,software,other,other,4100000.0,2,1.0,,2.0,,2.0,,,2.0,False,False,False,2376.0
258,c:10581,web,USA,California,4000000.0,1,3.0,,1.0,1.0,2.0,,,12.0,False,True,False,1294.0
264,c:106079,ecommerce,USA,other,40000000.0,3,1.0,,1.0,,1.0,,,1.0,False,False,False,2192.0
266,c:10610,mobile,USA,California,5250000.0,3,2.0,5.0,1.0,,2.0,,2.0,5.0,False,False,True,2192.0
267,c:106123,messaging,USA,other,250000.0,1,3.0,,1.0,,1.0,,,2.0,False,False,False,1887.0
268,c:10614,advertising,USA,other,4200000.0,1,5.0,8.0,1.0,4.0,2.0,,2.0,16.0,True,False,False,1614.0
280,c:10643,hardware,other,other,6500000.0,1,0.0,2.0,,,,,,,False,False,True,2192.0
282,c:10652,music,USA,other,,2,1.0,,1.0,,,,,1.0,False,False,False,2192.0
285,c:10668,web,other,other,,1,0.0,,,,,,,,False,False,False,2223.0
286,c:10669,enterprise,other,other,1200000.0,1,0.0,,1.0,,,,,1.0,False,False,False,2548.0
290,c:106775,games_video,USA,other,,1,2.0,,1.0,,,,,3.0,False,False,False,1461.0
293,c:1069,advertising,USA,California,7000000.0,2,1.5,2.0,1.0,,2.0,,,10.0,False,True,False,1836.0
296,c:10700,games_video,other,other,220000.0,1,0.0,,1.0,,,,,,False,False,False,2115.0
303,c:10711,games_video,USA,other,9197854.0,2,0.5,1.0,1.0,1.0,,,1.0,1.0,False,False,False,1918.0
307,c:10726,software,USA,California,3350000.0,2,2.0,,1.0,,,,1.0,5.0,False,False,False,2071.0
310,c:10750,public_relations,USA,other,,1,1.0,1.0,1.0,,,,,,False,False,False,2192.0
311,c:10751,mobile,USA,California,2300000.0,2,1.0,,1.0,,,,,2.0,False,False,True,2192.0
312,c:107565,software,USA,other,20000.0,1,2.0,,1.0,1.0,,,,1.0,False,False,False,1096.0
313,c:10769,software,USA,California,700000.0,1,1.0,,1.0,,3.0,,,7.0,False,False,False,2370.0
316,c:10781,ecommerce,USA,California,1000000.0,1,0.0,,2.0,,,,,2.0,False,False,False,2101.0
319,c:10794,web,other,other,4550000.0,3,1.6667,,1.0,,,,1.0,1.0,False,False,False,2192.0
327,c:10810,ecommerce,other,other,,1,0.0,,1.0,,,,,2.0,False,False,False,2192.0
330,c:10817,advertising,USA,California,5666666.6667,3,2.3333,,1.0,,3.0,,1.0,14.0,False,False,False,2101.0
331,c:10818,web,other,other,,1,3.0,,2.0,,,,,,False,True,False,1924.0
333,c:10821,enterprise,other,other,1280000.0,3,0.6667,,1.0,,1.0,,2.0,1.0,False,True,False,1599.0
336,c:108414,mobile,other,other,,1,0.0,,1.0,,,,,,False,False,False,1461.0
341,c:10864,advertising,USA,other,1000000.0,1,3.0,,1.0,,1.0,,,5.0,False,True,False,1157.0
342,c:10868,web,other,other,50000.0,1,0.0,,,,,,,,False,False,False,2097.0
344,c:1088,web,USA,other,25050000.0,6,3.5,1.0,1.0,,4.0,,2.0,25.0,False,True,False,2300.0
346,c:109,enterprise,USA,California,6940000.0,6,5.0,5.0,3.0,,5.0,1.0,1.0,14.0,False,True,False,2543.0
349,c:10906,mobile,USA,other,1333333.3333,4,1.5,,1.0,,2.0,,,9.0,False,False,False,2253.0
356,c:10923,web,other,other,100000.0,1,0.0,,,,,,,1.0,False,False,True,2284.0
357,c:10925,enterprise,USA,California,27233333.3333,3,4.0,4.0,1.0,,6.0,,4.0,12.0,False,False,False,2192.0
360,c:109364,messaging,USA,California,3040000.0,2,3.5,,1.0,,,,1.0,5.0,False,False,False,1096.0
362,c:10940,web,USA,California,1000000.0,1,3.0,,1.0,,2.0,,1.0,11.0,False,False,False,2040.0
363,c:10944,web,USA,other,1000000.0,2,1.0,2.0,1.0,,,,,,False,False,False,1972.0
365,c:10947,other,USA,other,,1,0.0,,1.0,,,,,,False,False,False,2314.0
368,c:109480,fashion,USA,California,49666666.6667,3,3.6667,,1.0,3.0,,,,2.0,False,False,False,1430.0
369,c:1095,software,USA,other,7560000.0,5,2.0,2.0,2.0,1.0,2.0,,,6.0,False,False,False,2345.0
374,c:10963,web,other,other,,1,0.0,1.0,,,,,,4.0,False,True,False,1716.0
375,c:10963,web,other,other,,1,0.0,1.0,,,,,,4.0,False,True,False,1716.0
379,c:10973,public_relations,USA,California,100000.0,2,0.0,,2.0,,1.0,,2.0,,False,False,False,2040.0
381,c:10976,mobile,USA,California,,1,4.0,,2.0,,6.0,,,24.0,False,True,False,1378.0
383,c:109821,mobile,USA,other,4300000.0,1,2.0,,1.0,,,,,,False,False,False,1127.0
385,c:109893,web,other,other,93359.0,1,0.0,2.0,2.0,,,,,,False,False,False,1376.0
386,c:10998,ecommerce,USA,other,10913832.5,2,1.0,,1.0,,,,,8.0,False,False,False,2040.0
394,c:1103,music,other,other,3323000.0,5,1.2,2.0,1.0,,,1.0,,9.0,False,False,False,2406.0
399,c:11042,web,USA,other,3466667.0,3,4.0,2.0,1.0,,,,,13.0,False,True,False,1557.0
411,c:110743,biotech,USA,California,7000000.0,1,1.0,,1.0,,,,,,False,False,False,1461.0
412,c:110746,ecommerce,USA,other,1515356.0,3,0.3333,,1.0,,,,,,False,False,False,1461.0
413,c:110795,cleantech,USA,California,27666666.6667,4,0.75,,1.0,,,,,,False,False,False,1826.0
417,c:111003,music,USA,other,708333.3333,3,0.0,,1.0,,,,,,False,False,False,1409.0
418,c:1111,web,USA,California,4250000.0,2,1.0,1.0,1.0,,1.0,,1.0,3.0,False,True,False,2194.0
419,c:11118,social,USA,California,4450000.0,4,2.5,,1.0,1.0,,1.0,,3.0,False,False,False,1948.0
420,c:11121,games_video,USA,California,6000000.0,1,1.0,,1.0,,,,,1.0,False,False,False,2101.0
421,c:11151,education,USA,other,1000000.0,2,0.5,4.0,1.0,,,,1.0,5.0,False,False,False,1948.0
424,c:1117,web,USA,California,,1,1.0,1.0,1.0,,,,,2.0,False,False,False,2526.0
425,c:11170,enterprise,USA,California,150000.0,1,0.0,,1.0,,,,,,False,False,False,2101.0
430,c:111864,enterprise,other,other,512000.0,1,0.0,,1.0,,,,,,False,False,False,1402.0
434,c:1120,mobile,USA,other,6000000.0,2,2.5,,1.0,,,,,1.0,False,False,True,2376.0
436,c:11225,music,USA,California,,1,2.0,,1.0,,,,1.0,2.0,False,False,False,1933.0
442,c:11271,music,other,other,3300000.0,2,0.0,,1.0,,,1.0,,3.0,False,False,False,1235.0
443,c:11275,enterprise,USA,California,3150000.0,4,1.5,2.0,1.0,,2.0,,,6.0,False,False,False,2526.0
444,c:11279,software,USA,other,10166666.6667,3,2.6667,,1.0,,6.0,1.0,4.0,16.0,False,True,False,2235.0
445,c:1129,enterprise,USA,California,300000.0,1,0.0,1.0,1.0,,,1.0,,1.0,False,True,False,2140.0
448,c:11297,web,USA,California,250000.0,1,0.0,,2.0,,,,,,False,False,False,2311.0
452,c:11303,enterprise,other,other,,2,0.0,3.0,3.0,,,,1.0,3.0,False,False,False,2057.0
453,c:11307,security,USA,California,7660000.0,1,6.0,,1.0,1.0,2.0,,2.0,2.0,False,True,False,1938.0
461,c:11368,games_video,other,other,250000.0,1,1.0,,1.0,,,,,,False,False,False,1999.0
462,c:11378,sports,USA,California,7000000.0,3,2.3333,,1.0,,,,,5.0,False,False,False,2526.0
464,c:113820,ecommerce,USA,other,1170000.0,1,0.0,,1.0,,,,,,False,False,False,1614.0
465,c:11383,search,other,other,90000.0,1,0.0,,2.0,,,,,,False,False,False,2314.0
466,c:11391,web,USA,other,163898345.1429,7,3.2857,,4.0,29.0,19.0,3.0,17.0,97.0,True,False,False,1877.0
469,c:1140,web,other,other,100000.0,1,0.0,,,,,,,,False,False,False,2284.0
470,c:11401,nonprofit,USA,California,7900000.0,2,12.0,,3.0,,1.0,,1.0,5.0,False,False,False,1754.0
472,c:11410,games_video,USA,other,6300000.0,2,0.5,,1.0,,,,,,False,False,False,2192.0
475,c:11416,web,USA,other,,1,0.0,,1.0,,1.0,,,1.0,False,False,False,2526.0
478,c:11423,security,USA,other,5632873.6667,3,1.0,,1.0,,1.0,,,3.0,False,True,False,2136.0
480,c:11429,games_video,USA,California,3550000.0,2,9.5,1.0,3.0,,3.0,,,24.0,False,False,False,2319.0
483,c:11438,web,USA,California,3200000.0,1,1.0,1.0,1.0,,2.0,,,3.0,False,False,False,2192.0
486,c:114628,software,other,other,,2,0.0,,2.0,,,1.0,,,False,False,False,1156.0
488,c:114785,mobile,other,other,75000.0,1,1.0,,1.0,,,,,,False,False,False,1371.0
489,c:1148,advertising,USA,California,4300000.0,1,2.0,1.0,1.0,,,,1.0,3.0,False,False,True,2498.0
490,c:114848,security,other,other,4300000.0,1,1.0,7.0,1.0,,,,,,False,False,False,2212.0
493,c:114919,web,other,other,102372.0,1,0.0,,1.0,,,,,,False,False,False,1188.0
495,c:11498,advertising,USA,California,50000.0,1,3.0,,1.0,,,,,2.0,False,False,True,2223.0
496,c:11501,cleantech,USA,California,8800000.0,3,1.3333,,1.0,,,,,,False,False,False,2192.0
501,c:11514,web,other,other,1000000.0,3,3.6667,,2.0,,1.0,,1.0,8.0,False,False,False,1887.0
502,c:11521,software,USA,other,74996.0,2,0.0,,1.0,,2.0,,,4.0,False,False,False,2161.0
504,c:11536,mobile,USA,other,700000.0,1,1.0,2.0,1.0,1.0,,,,3.0,False,False,False,2010.0
506,c:11539,enterprise,USA,other,734895.25,4,0.5,,1.0,,2.0,,,4.0,False,True,False,1635.0
509,c:11552,search,USA,other,2999999.5,2,3.5,1.0,1.0,,,,2.0,3.0,False,False,False,1924.0
511,c:11563,music,USA,California,6375000.0,4,2.5,4.0,1.0,1.0,6.0,2.0,4.0,19.0,False,False,False,2192.0
522,c:116,web,USA,California,450000.0,1,0.0,2.0,1.0,,,,,,False,False,True,2526.0
524,c:11613,other,other,other,,1,0.0,,1.0,,,,,,False,False,True,2284.0
526,c:116225,finance,other,other,7000000.0,2,4.0,,1.0,,2.0,,,4.0,False,False,False,1096.0
527,c:11623,games_video,other,other,,1,0.0,,1.0,,,,,,False,False,True,2296.0
528,c:116280,health,USA,other,261000.0,2,0.0,,1.0,,1.0,,,2.0,False,False,False,1857.0
535,c:11648,advertising,USA,other,,1,1.0,,1.0,,,,,,False,False,True,2406.0
536,c:1165,ecommerce,USA,other,1166666.6667,3,1.6667,1.0,1.0,,,,,5.0,False,True,False,1357.0
539,c:116756,ecommerce,other,other,80000.0,1,0.0,1.0,1.0,,,,,,False,False,False,1753.0
542,c:11685,games_video,other,other,,1,1.0,,,,,,,,False,False,False,1948.0
545,c:11700,network_hosting,other,other,10000000.0,4,1.5,,,,4.0,,1.0,10.0,False,True,False,1123.0
550,c:11722,games_video,USA,other,,1,1.0,,1.0,,,,1.0,3.0,False,True,False,1522.0
551,c:117354,mobile,USA,other,605049.6667,6,0.0,,1.0,,1.0,,,1.0,False,False,False,1461.0
552,c:117359,cleantech,other,other,,1,1.0,,2.0,,,,,4.0,False,False,False,1826.0
557,c:11755,music,other,other,2000000.0,3,1.3333,,3.0,,,,6.0,7.0,False,False,False,2291.0
558,c:117614,transportation,other,other,1050000.0,2,1.0,,1.0,,,,,,False,False,False,1108.0
562,c:117823,games_video,other,other,81191.0,1,0.0,,1.0,,,,1.0,1.0,False,False,False,1567.0
563,c:117865,fashion,other,other,,1,2.0,,,,,,,,False,False,True,1461.0
567,c:118,travel,USA,other,2387000.0,10,1.0,1.0,2.0,,7.0,1.0,2.0,14.0,False,False,False,2376.0
568,c:11803,ecommerce,other,other,1080450.0,1,1.0,5.0,1.0,,,,,,False,False,False,1728.0
575,c:11820,web,USA,California,3700000.0,1,2.0,,1.0,,,,,2.0,False,True,True,1451.0
577,c:118286,cleantech,other,other,459938.0,2,3.0,2.0,1.0,,,,,,False,False,False,1189.0
579,c:118308,mobile,other,other,13017000.0,4,2.5,1.0,1.0,,,,,1.0,False,False,False,1675.0
586,c:118573,advertising,other,other,500000.0,1,0.0,,,,,,,,False,False,True,1371.0
589,c:11860,advertising,other,other,1600000.0,1,1.0,,1.0,,,,,,False,False,False,2526.0
593,c:118715,other,USA,California,,1,1.0,1.0,1.0,,,,,,False,False,False,1461.0
595,c:11881,games_video,USA,California,1875000.0,2,1.0,,1.0,,,,,1.0,False,False,True,2406.0
596,c:11886,ecommerce,USA,other,1000000.0,1,0.0,5.0,1.0,,,,,2.0,False,False,False,2010.0
601,c:11894,consulting,other,other,300000.0,1,0.0,3.0,1.0,,,,,,False,False,False,2305.0
607,c:11916,other,USA,California,,1,1.0,,2.0,,,,,,False,False,False,2040.0
609,c:11921,software,other,other,736050.0,1,0.0,3.0,1.0,,,,,,False,False,False,2165.0
610,c:119291,sports,other,other,25000.0,1,0.0,,,,,,,,False,False,True,1132.0
613,c:11931,real_estate,USA,other,,1,2.0,,1.0,,1.0,,1.0,3.0,False,False,False,2043.0
615,c:119340,advertising,USA,California,,1,0.0,,1.0,,,,1.0,2.0,False,False,False,1096.0
620,c:11941,ecommerce,USA,California,500000.0,1,0.0,1.0,1.0,,,,,1.0,False,False,False,2247.0
630,c:119778,cleantech,other,other,9970097.0,2,1.0,,1.0,,,,,,False,False,False,2192.0
637,c:119900,consulting,USA,other,50000.0,1,1.0,,1.0,1.0,,,,,False,False,False,1461.0
640,c:12002,web,USA,California,1500000.0,2,2.0,1.0,1.0,,,2.0,1.0,5.0,False,False,False,2526.0
642,c:120057,ecommerce,other,other,507080.0,1,6.0,1.0,1.0,,,,,,False,False,False,1461.0
643,c:12007,public_relations,USA,other,9333333.3333,3,5.6667,5.0,1.0,2.0,6.0,,,15.0,False,False,False,2040.0
647,c:12029,consulting,USA,other,200000.0,1,0.0,1.0,1.0,,,,,,False,False,False,2339.0
649,c:120319,education,USA,other,250000.0,1,1.0,,1.0,,,,,,False,False,False,1583.0
651,c:12036,transportation,other,other,3366666.6667,3,1.0,5.0,4.0,,,,3.0,1.0,False,False,False,2498.0
654,c:12051,photo_video,USA,other,4250000.0,2,1.0,1.0,2.0,,,,,1.0,False,False,False,2498.0
656,c:12056,advertising,other,other,4500000.0,1,1.0,,1.0,,,,,,False,False,False,1958.0
658,c:12064,enterprise,other,other,650000.0,2,0.0,,1.0,,,,,,False,False,False,2188.0
661,c:12071,mobile,USA,other,2843191.5,2,1.0,1.0,1.0,,,,,6.0,False,True,False,1646.0
666,c:12092,web,other,other,250000.0,1,1.0,1.0,,,,,1.0,5.0,False,False,False,2538.0
667,c:12094,advertising,other,other,,1,1.0,1.0,2.0,,,,1.0,1.0,False,False,True,2376.0
682,c:12140,search,USA,other,,1,2.0,,1.0,,,1.0,1.0,5.0,False,False,False,2345.0
683,c:121482,games_video,other,other,13000000.0,1,1.0,,1.0,,,,1.0,,False,False,False,1134.0
687,c:121677,social,other,other,1000000.0,1,0.0,,1.0,,,,,,False,False,False,1143.0
689,c:12173,software,USA,California,4750000.0,3,2.0,2.0,3.0,,1.0,,,1.0,False,True,False,1634.0
690,c:12177,web,other,other,,1,1.0,1.0,1.0,,,,,1.0,False,False,True,2018.0
695,c:12188,games_video,USA,California,,1,1.0,,1.0,,,,,1.0,False,False,True,1812.0
697,c:12196,advertising,other,other,1875000.0,4,0.0,,2.0,,1.0,,1.0,11.0,False,False,False,2498.0
702,c:1222,web,USA,California,6833333.3333,4,1.5,1.0,1.0,,1.0,,,2.0,False,False,False,2433.0
703,c:122238,ecommerce,USA,other,5875000.0,2,6.0,,1.0,,1.0,1.0,,3.0,False,False,False,1096.0
704,c:12224,mobile,USA,other,1879175.75,4,0.25,1.0,1.0,,,,1.0,4.0,False,False,True,2192.0
709,c:1224,advertising,USA,other,4273571.5714,7,1.5714,1.0,2.0,,3.0,,,5.0,False,True,False,2246.0
713,c:1226,web,other,other,712000.0,1,1.0,1.0,1.0,,,,,1.0,False,False,True,2345.0
716,c:122638,nonprofit,USA,other,2157160.0,5,0.4,,1.0,,5.0,,2.0,9.0,False,False,False,2192.0
720,c:122692,mobile,other,other,2502039.0,1,2.0,,1.0,,,,,8.0,False,False,False,1310.0
721,c:1227,advertising,USA,other,2627500.0,4,2.0,,1.0,,3.0,,,8.0,False,False,False,2071.0
722,c:12272,enterprise,USA,California,28200000.0,5,4.8,,1.0,1.0,8.0,3.0,2.0,27.0,False,False,False,1906.0
723,c:12273,photo_video,USA,California,9000000.0,3,2.3333,,4.0,1.0,5.0,3.0,4.0,20.0,False,False,False,2192.0
724,c:12277,consulting,other,other,60000.0,1,0.0,2.0,1.0,,,,,,False,False,True,2058.0
727,c:12281,social,other,other,35000000.0,3,6.3333,1.0,1.0,,1.0,1.0,,5.0,False,False,False,2071.0
728,c:12282,games_video,USA,California,14875000.0,4,1.75,1.0,1.0,,6.0,,1.0,19.0,False,False,False,1979.0
729,c:12283,finance,USA,California,466666.6667,3,0.0,2.0,1.0,,,,,1.0,False,False,False,2132.0
730,c:122830,hardware,USA,other,10300000.0,2,1.0,,1.0,,,,,1.0,False,False,False,2192.0
735,c:123,web,USA,California,5600000.0,2,0.0,1.0,1.0,,1.0,,,1.0,False,True,True,2121.0
737,c:12308,enterprise,USA,California,4911368.2857,7,1.4286,2.0,4.0,1.0,4.0,,1.0,14.0,False,False,False,2101.0
740,c:12327,web,USA,California,,1,0.0,,1.0,,,,1.0,2.0,False,False,False,2101.0
741,c:12328,mobile,USA,California,2000000.0,1,0.0,,1.0,,,,,,False,False,False,1218.0
742,c:12329,web,other,other,25000.0,1,0.0,,,,,,,1.0,False,False,True,1918.0
743,c:12334,web,USA,California,,1,3.0,2.0,2.0,,1.0,,,2.0,False,True,False,1214.0
746,c:1234,enterprise,USA,other,8250000.0,4,3.0,4.0,6.0,2.0,7.0,,2.0,21.0,False,True,False,2214.0
747,c:12348,enterprise,USA,California,4700000.0,4,2.25,6.0,1.0,,3.0,1.0,,7.0,False,True,False,1491.0
749,c:123502,social,other,other,585000.0,2,2.0,,1.0,,1.0,,,1.0,False,False,False,1188.0
